8,23
8,2,23
8,6,23
8,7,23
8,30,23
8,45,23
8,47,23
8,49,23
8,7,35,45,6,23
8,48,19,7,0,23
8,48,19,5,0,23
8,32,7,25,6,23
8,33,29,21,7,23
8,33,5,9,49,23
8,33,17,3,49,23
8,30,20,26,47,23
8,47,15,25,6,23
8,33,39,1,13,23
8,33,40,3,49,23
8,46,45,7,0,23
8,7,16,45,6,23
8,31,26,9,49,23
8,33,17,0,5,23
8,33,4,10,2,23
8,33,31,26,47,23
8,2,11,9,47,23
8,31,47,21,7,23
8,41,7,47,0,23
8,32,7,47,0,23
8,33,4,1,13,23
8,46,10,4,49,23
8,28,7,5,0,23
8,28,7,47,0,23
8,30,12,6,25,23
8,7,47,21,29,23
8,46,10,2,29,23
8,30,37,43,47,23
8,33,31,12,49,23
8,30,12,25,6,23
8,48,47,21,7,23
8,48,12,38,5,23
8,20,30,45,6,23
8,30,22,9,49,23
8,48,47,26,49,23
8,41,2,4,49,23
8,30,20,3,49,23
8,31,26,47,0,23
8,33,29,6,25,23
8,41,7,45,6,23
8,30,46,24,25,23
8,48,0,7,5,23
8,33,3,17,0,23
8,7,45,27,13,23
8,20,30,27,7,23
8,20,5,7,0,23
8,33,3,13,27,23
8,33,14,2,10,23
8,33,3,29,2,23
8,33,14,0,5,23
8,33,3,45,6,23
8,33,40,38,5,23
8,33,17,6,25,23
8,33,1,45,6,23
8,33,4,2,10,23
8,30,37,26,47,23
8,33,1,38,5,23
8,33,3,7,0,23
8,33,1,4,49,23
8,30,19,38,5,23
8,33,4,49,7,23
8,30,22,10,2,23
8,33,46,49,7,23
8,33,1,13,27,23
8,33,3,49,7,23
8,46,47,27,7,23
8,7,41,10,2,23
8,30,19,7,0,23
8,7,43,38,5,23
8,30,22,7,0,23
8,22,9,49,7,23
8,7,33,29,2,23
8,7,32,38,5,23
8,30,46,38,5,23
8,49,21,7,0,23
8,28,38,7,0,23
8,30,16,12,49,23
8,7,41,46,30,23
8,7,33,10,2,23
8,7,43,29,2,23
8,7,35,29,2,23
8,7,41,2,10,23
8,7,32,13,27,23
8,30,16,2,10,23
8,30,19,2,10,23
8,33,7,47,0,23
8,7,32,9,49,23
8,7,35,10,2,23
8,30,46,27,7,23
8,7,35,11,47,23
8,41,49,38,5,23
8,30,46,5,0,23
8,7,43,3,49,23
8,32,13,27,7,23
8,7,41,0,5,23
8,48,19,38,5,23
8,48,19,30,27,23
8,7,33,46,49,23
8,41,7,5,0,23
8,7,46,49,21,23
8,46,45,30,27,23
8,41,10,4,49,23
8,48,14,25,6,23
8,48,19,2,10,23
8,30,16,27,7,23
8,30,18,42,45,23
8,46,45,49,7,23
8,33,10,2,29,23
8,41,7,27,13,23
8,7,46,45,6,23
8,7,33,6,25,23
8,7,32,10,2,23
8,7,28,38,5,23
8,7,46,24,25,23
8,7,46,47,0,23
8,7,22,9,49,23
8,7,35,2,10,23
8,7,28,44,47,23
8,30,22,6,25,23
8,7,19,38,5,23
8,7,46,27,13,23
8,7,46,38,5,23
8,30,18,21,7,23
8,7,19,30,27,23
8,30,46,10,2,23
8,28,38,1,13,23
8,30,16,5,0,23
8,7,32,5,0,23
8,7,28,26,47,23
8,7,19,4,49,23
8,7,22,27,13,23
8,7,46,27,30,23
8,28,38,12,49,23
8,28,38,1,45,23
8,30,16,5,7,23
8,7,32,5,38,23
8,7,28,26,49,23
8,7,19,11,47,23
8,7,22,27,30,23
8,7,46,27,45,23
8,28,38,16,0,23
8,28,38,12,6,23
8,7,19,12,49,23
8,7,19,11,0,23
8,7,22,27,45,23
8,7,46,27,47,23
8,28,38,19,0,23
8,28,38,16,2,23
8,28,38,12,25,23
8,7,19,48,47,23
8,7,19,12,6,23
8,7,19,11,2,23
8,7,22,27,47,23
8,28,38,32,49,23
8,28,38,19,2,23
8,28,38,16,5,23
8,7,19,46,49,23
8,7,19,48,0,23
8,7,19,12,25,23
8,28,38,12,30,23
8,28,38,46,49,23
8,28,38,32,5,23
8,28,38,19,5,23
8,28,38,16,7,23
8,7,19,44,47,23
8,7,19,46,5,23
8,7,19,48,6,23
8,28,38,32,7,23
8,28,38,19,7,23
8,28,38,16,27,23
8,7,19,43,47,23
8,7,19,44,5,23
8,7,19,46,10,23
8,28,38,32,10,23
8,28,38,19,30,23
8,28,38,16,30,23
8,7,19,40,38,23
8,7,19,43,13,23
8,7,19,44,29,23
8,7,19,46,27,23
8,28,38,32,13,23
8,28,38,19,47,23
8,28,38,16,45,23
8,7,19,17,6,23
8,7,19,40,13,23
8,7,19,43,26,23
8,7,19,46,30,23
8,28,38,32,45,23
8,7,19,12,30,23
8,7,19,35,45,23
8,7,19,17,0,23
8,7,19,40,26,23
8,7,19,36,13,23
8,7,19,35,2,23
8,7,19,17,13,23
8,7,19,37,26,23
8,7,19,36,0,23
8,7,19,35,10,23
8,7,19,17,25,23
8,7,19,39,5,23
8,7,19,37,6,23
8,7,19,36,26,23
8,7,19,35,29,23
8,7,19,17,26,23
8,7,19,39,13,23
8,7,19,37,13,23
8,7,19,36,27,23
8,7,19,17,27,23
8,7,19,39,25,23
8,7,19,37,27,23
8,7,19,43,27,23
8,7,19,39,47,23
8,7,19,37,30,23
8,7,19,43,29,23
8,7,19,46,38,23
8,7,19,12,38,23
8,7,19,43,38,23
8,7,19,46,45,23
8,28,38,40,26,23
8,28,38,46,5,23
8,7,19,46,47,23
8,28,38,43,7,23
8,28,38,40,13,23
8,28,38,46,7,23
8,28,38,43,13,23
8,30,16,5,38,23
8,28,38,46,10,23
8,28,38,43,26,23
8,7,19,4,2,23
8,28,38,46,27,23
8,28,38,43,27,23
8,7,19,4,6,23
8,28,38,46,30,23
8,28,38,43,29,23
8,7,19,4,10,23
8,28,38,46,45,23
8,28,38,43,47,23
8,7,19,4,29,23
8,28,38,46,47,23
8,30,18,21,29,23
8,7,19,4,45,23
8,7,19,30,45,23
8,30,18,21,47,23
8,7,46,38,47,23
8,7,33,5,0,23
8,30,18,21,49,23
8,7,46,38,49,23
8,7,33,5,38,23
8,30,46,7,0,23
8,7,19,38,47,23
8,30,22,6,29,23
8,30,46,7,5,23
8,7,19,38,49,23
8,30,22,6,45,23
8,30,46,7,21,23
8,41,26,49,7,23
8,7,28,44,5,23
8,30,46,7,25,23
8,41,26,49,21,23
8,7,28,44,29,23
8,30,46,7,27,23
8,41,26,49,25,23
8,7,28,9,49,23
8,30,46,7,38,23
8,41,26,49,38,23
8,7,28,1,13,23
8,7,28,9,5,23
8,30,46,7,45,23
8,41,26,49,45,23
8,7,28,14,2,23
8,7,28,1,38,23
8,7,28,9,25,23
8,30,46,7,47,23
8,7,28,20,25,23
8,7,28,14,0,23
8,7,28,1,45,23
8,7,28,9,26,23
8,30,46,7,49,23
8,7,28,35,45,23
8,7,28,20,5,23
8,7,28,14,25,23
8,7,28,9,27,23
8,7,28,39,13,23
8,7,28,35,2,23
8,7,28,20,26,23
8,7,28,14,29,23
8,7,28,9,47,23
8,7,28,42,5,23
8,7,28,39,5,23
8,7,28,35,10,23
8,7,28,20,30,23
8,7,28,14,47,23
8,7,28,42,13,23
8,7,28,39,25,23
8,7,28,35,29,23
8,7,28,20,49,23
8,7,28,42,45,23
8,7,28,39,47,23
8,7,19,2,10,23
8,7,43,13,27,23
8,7,22,6,25,23
8,7,19,2,29,23
8,7,35,2,29,23
8,7,22,6,29,23
8,7,22,9,5,23
8,33,7,38,5,23
8,7,22,6,45,23
8,7,22,9,25,23
8,33,7,38,47,23
8,7,22,11,47,23
8,7,22,9,26,23
8,33,7,38,49,23
8,7,22,12,49,23
8,7,22,11,0,23
8,7,22,9,27,23
8,7,22,15,47,23
8,7,22,12,6,23
8,7,22,11,2,23
8,7,22,9,47,23
8,7,22,24,25,23
8,7,22,15,5,23
8,7,22,12,25,23
8,7,22,39,5,23
8,7,22,24,21,23
8,7,22,15,6,23
8,7,22,12,30,23
8,7,22,39,13,23
8,7,22,15,10,23
8,7,22,12,38,23
8,7,22,39,25,23
8,7,22,15,25,23
8,7,46,47,21,23
8,7,22,39,47,23
8,7,22,15,29,23
8,7,46,47,26,23
8,30,20,49,7,23
8,30,18,6,25,23
8,7,46,47,27,23
8,30,20,49,21,23
8,30,18,6,29,23
8,7,46,47,38,23
8,30,20,49,25,23
8,30,18,6,45,23
8,7,46,24,21,23
8,30,20,49,26,23
8,7,46,32,49,23
8,17,26,47,0,23
8,30,20,49,38,23
8,7,46,44,29,23
8,7,46,32,5,23
8,17,26,47,7,23
8,30,20,49,45,23
8,7,46,42,45,23
8,7,46,44,5,23
8,7,46,32,10,23
8,17,26,47,21,23
8,7,46,19,2,23
8,7,46,42,5,23
8,7,46,44,47,23
8,7,46,32,13,23
8,17,26,47,27,23
8,7,46,41,49,23
8,7,46,19,0,23
8,7,46,42,13,23
8,7,46,32,38,23
8,17,26,47,38,23
8,7,46,33,5,23
8,7,46,19,5,23
8,7,46,41,0,23
8,7,46,32,45,23
8,7,46,34,47,23
8,7,46,33,6,23
8,7,46,19,30,23
8,7,46,41,2,23
8,7,46,39,5,23
8,7,46,34,10,23
8,7,46,33,10,23
8,7,46,19,38,23
8,7,46,41,10,23
8,7,46,39,13,23
8,7,46,34,13,23
8,7,46,33,29,23
8,7,46,19,47,23
8,7,46,41,26,23
8,7,46,39,25,23
8,7,28,38,47,23
8,41,49,25,6,23
8,7,46,39,47,23
8,7,28,38,49,23
8,41,49,25,7,23
8,7,32,49,21,23
8,7,28,13,27,23
8,41,49,25,29,23
8,7,32,49,25,23
8,7,43,27,13,23
8,7,22,30,27,23
8,7,32,49,26,23
8,7,43,27,30,23
8,7,22,30,45,23
8,7,32,49,38,23
8,7,43,27,45,23
8,7,33,6,29,23
8,7,32,49,45,23
8,7,43,27,47,23
8,7,33,6,45,23
8,7,46,45,27,23
8,7,22,13,27,23
8,41,7,27,30,23
8,7,46,45,30,23
8,7,46,30,27,23
8,41,7,27,45,23
8,7,46,45,49,23
8,7,46,30,45,23
8,41,7,27,47,23
8,7,19,5,0,23
8,46,45,49,21,23
8,30,18,42,5,23
8,7,19,5,38,23
8,46,45,49,25,23
8,30,18,42,13,23
8,44,47,0,5,23
8,46,45,49,26,23
8,30,18,14,0,23
8,44,47,0,7,23
8,46,45,49,38,23
8,30,18,15,47,23
8,30,18,14,2,23
8,30,16,27,13,23
8,7,43,26,47,23
8,7,22,10,2,23
8,7,28,2,10,23
8,48,19,2,29,23
8,48,14,25,7,23
8,46,47,7,0,23
8,41,10,4,2,23
8,41,10,15,47,23
8,33,7,45,6,23
8,30,16,45,6,23
8,7,46,49,25,23
8,46,5,0,7,23
8,41,7,5,38,23
8,7,33,46,5,23
8,30,12,49,7,23
8,30,16,38,5,23
8,30,18,29,2,23
8,30,20,5,0,23
8,7,33,43,47,23
8,48,19,30,45,23
8,41,49,26,47,23
8,48,19,38,7,23
8,7,41,0,47,23
8,30,16,7,0,23
8,41,7,21,29,23
8,32,13,27,30,23
8,7,43,3,13,23
8,32,38,7,0,23
8,7,43,16,45,23
8,30,46,5,7,23
8,48,31,47,0,23
8,30,19,0,5,23
8,30,19,5,0,23
8,41,49,38,7,23
8,7,35,11,0,23
8,17,25,6,29,23
8,7,35,20,49,23
8,30,46,27,13,23
8,41,7,3,49,23
8,41,49,21,7,23
8,7,32,9,5,23
8,41,49,3,45,23
8,7,32,15,47,23
8,33,7,47,21,23
8,48,1,38,5,23
8,48,1,13,27,23
8,48,12,49,7,23
8,20,5,0,7,23
8,7,46,5,0,23
8,7,43,47,0,23
8,7,46,10,2,23
8,30,19,2,29,23
8,30,16,2,29,23
8,7,19,0,5,23
8,7,41,2,29,23
8,48,12,30,27,23
8,7,19,47,0,23
8,7,35,29,6,23
8,7,43,29,6,23
8,30,16,0,5,23
8,7,41,46,5,23
8,48,14,2,10,23
8,46,47,26,49,23
8,48,19,4,49,23
8,7,41,1,13,23
8,30,16,12,6,23
8,46,45,1,13,23
8,30,16,15,47,23
8,28,38,7,5,23
8,48,19,0,5,23
8,33,7,3,49,23
8,49,21,7,5,23
8,30,46,38,7,23
8,45,6,25,7,23
8,7,32,38,47,23
8,7,33,29,6,23
8,45,46,38,5,23
8,48,1,45,6,23
8,30,46,47,0,23
8,30,19,47,0,23
8,22,9,49,21,23
8,30,22,7,5,23
8,6,29,21,7,23
8,7,43,38,47,23
8,30,19,7,5,23
8,30,19,4,49,23
8,22,9,26,47,23
8,46,47,27,13,23
8,46,7,0,5,23
8,33,3,49,21,23
8,48,31,26,47,23
8,22,9,27,7,23
8,48,14,11,0,23
8,33,46,49,21,23
8,22,30,27,7,23
8,33,4,49,21,23
8,30,19,38,7,23
8,41,10,2,29,23
8,48,12,14,0,23
8,33,1,4,2,23
8,33,1,9,49,23
8,30,27,7,0,23
8,33,3,7,5,23
8,33,1,38,7,23
8,48,12,25,6,23
8,48,14,0,5,23
8,48,19,47,0,23
8,48,12,6,25,23
8,22,15,25,6,23
8,30,37,26,49,23
8,33,4,2,29,23
8,48,31,12,49,23
8,33,1,45,7,23
8,33,17,6,29,23
8,48,14,47,0,23
8,22,39,25,6,23
8,33,40,38,7,23
8,33,3,45,7,23
8,17,13,27,7,23
8,33,14,0,7,23
8,33,3,29,6,23
8,30,18,10,2,23
8,30,46,49,7,23
8,30,20,25,6,23
8,33,14,2,29,23
8,33,29,3,49,23
8,20,5,7,21,23
8,20,30,27,13,23
8,22,11,0,5,23
8,45,27,7,0,23
8,7,45,27,30,23
8,33,3,17,6,23
8,49,26,47,0,23
8,33,3,20,49,23
8,48,0,7,21,23
8,33,7,21,29,23
8,32,7,5,0,23
8,30,46,45,6,23
8,33,43,29,2,23
8,30,46,24,21,23
8,30,46,32,49,23
8,41,46,49,7,23
8,41,7,45,27,23
8,33,29,6,45,23
8,33,7,25,6,23
8,48,1,4,49,23
8,31,26,47,7,23
8,30,20,3,7,23
8,30,12,14,47,23
8,30,20,36,26,23
8,41,2,4,6,23
8,30,37,13,27,23
8,41,7,25,6,23
8,22,9,25,6,23
8,41,2,11,47,23
8,48,47,0,5,23
8,30,22,9,5,23
8,30,22,11,47,23
8,22,15,10,2,23
8,46,49,7,0,23
8,20,30,45,7,23
8,48,12,38,7,23
8,49,38,5,0,23
8,48,47,21,29,23
8,30,12,25,7,23
8,45,46,30,27,23
8,33,43,27,7,23
8,45,46,27,7,23
8,33,43,26,47,23
8,45,46,10,2,23
8,22,9,1,13,23
8,33,31,12,6,23
8,33,31,15,47,23
8,20,30,12,49,23
8,30,37,43,7,23
8,30,37,9,49,23
8,33,43,13,27,23
8,31,47,9,49,23
8,7,47,21,49,23
8,45,30,27,7,23
8,30,12,6,29,23
8,28,7,47,21,23
8,33,43,7,0,23
8,31,47,38,5,23
8,45,27,9,49,23
8,28,7,5,38,23
8,46,10,4,2,23
8,20,5,9,49,23
8,46,10,15,47,23
8,33,4,1,38,23
8,47,14,29,2,23
8,46,47,9,49,23
8,33,4,15,10,23
8,32,7,47,21,23
8,6,29,3,49,23
8,41,7,47,21,23
8,31,47,21,29,23
8,45,7,47,0,23
8,45,7,38,5,23
8,7,16,30,27,23
8,45,7,27,13,23
8,2,11,9,5,23
8,2,11,1,13,23
8,7,3,13,27,23
8,33,31,26,49,23
8,28,1,45,6,23
8,47,0,5,7,23
8,33,17,0,7,23
8,31,26,9,5,23
8,45,46,24,25,23
8,31,26,17,0,23
8,7,16,45,27,23
8,7,16,27,13,23
8,28,35,45,6,23
8,33,43,3,49,23
8,46,45,7,5,23
8,33,40,3,7,23
8,45,46,49,7,23
8,33,40,9,49,23
8,33,39,1,38,23
8,28,9,26,47,23
8,46,49,21,7,23
8,33,39,3,49,23
8,47,15,25,7,23
8,22,11,1,13,23
8,30,20,26,49,23
8,33,17,3,7,23
8,7,16,5,0,23
8,2,29,21,7,23
8,2,16,38,5,23
8,2,19,38,5,23
8,2,28,38,5,23
8,33,17,9,49,23
8,33,5,9,25,23
8,22,39,1,13,23
8,33,5,15,10,23
8,33,29,21,47,23
8,2,28,44,47,23
8,33,7,27,13,23
8,32,7,25,29,23
8,48,19,5,7,23
8,46,24,25,6,23
8,48,19,7,5,23
8,7,35,45,27,23
8,2,35,29,6,23
8,2,41,26,47,23
8,33,7,5,0,23
8,7,41,26,49,23
8,46,5,9,25,23
8,45,7,3,49,23
8,46,5,15,10,23
8,33,14,11,2,23
8,41,7,38,5,23
8,22,13,43,47,23
8,33,14,12,49,23
8,22,15,4,49,23
8,45,3,44,5,23
8,45,3,17,0,23
8,2,28,13,27,23
8,2,16,27,7,23
8,30,37,6,25,23
8,7,16,12,49,23
8,32,7,3,13,23
8,32,7,16,45,23
8,46,32,9,49,23
8,33,4,6,29,23
8,28,38,47,0,23
8,7,3,49,21,23
8,28,13,43,7,23
8,28,13,3,49,23
8,32,9,49,7,23
8,46,45,27,13,23
8,33,4,45,7,23
8,28,20,5,0,23
8,28,20,25,6,23
8,22,12,14,0,23
8,33,39,47,7,23
8,33,17,25,7,23
8,2,29,3,49,23
8,33,40,26,49,23
8,22,30,45,6,23
8,47,26,49,7,23
8,7,41,49,25,23
8,33,17,26,49,23
8,17,0,5,7,23
8,33,39,25,7,23
8,30,27,9,5,23
8,17,34,13,27,23
8,17,3,13,27,23
8,17,33,7,0,23
8,17,3,29,2,23
8,17,33,10,2,23
8,49,7,25,6,23
8,49,7,27,13,23
8,47,43,38,5,23
8,28,42,45,6,23
8,30,27,16,45,23
8,7,45,6,29,23
8,7,16,2,10,23
8,33,5,7,21,23
8,47,27,7,5,23
8,7,16,0,5,23
8,49,25,9,47,23
8,28,7,27,30,23
8,33,4,29,6,23
8,45,7,21,29,23
8,32,49,38,5,23
8,32,49,26,47,23
8,22,39,5,0,23
8,32,7,45,27,23
8,22,6,4,49,23
8,28,7,3,13,23
8,28,7,16,45,23
8,22,24,21,7,23
8,28,38,5,0,23
8,33,31,47,7,23
8,33,39,5,7,23
8,32,49,3,45,23
8,45,16,5,7,23
8,45,4,2,29,23
8,6,45,30,27,23
8,32,15,25,6,23
8,32,49,21,7,23
8,22,24,4,49,23
8,28,7,21,47,23
8,20,26,9,49,23
8,46,5,7,21,23
8,32,7,38,47,23
8,22,24,25,6,23
8,32,10,4,49,23
8,28,7,25,29,23
8,32,38,1,45,23
8,46,30,12,49,23
8,32,38,12,49,23
8,45,35,2,29,23
8,22,15,5,0,23
8,46,32,10,2,23
8,49,21,18,6,23
8,32,7,27,30,23
8,45,16,2,29,23
8,49,7,0,5,23
8,45,35,7,5,23
8,20,3,49,7,23
8,6,45,46,49,23
8,45,32,7,5,23
8,45,42,5,7,23
8,32,15,4,49,23
8,20,49,38,7,23
8,45,32,5,7,23
8,32,15,10,2,23
8,6,45,7,0,23
8,32,15,6,25,23
8,46,32,38,5,23
8,32,46,45,6,23
8,20,49,25,7,23
8,48,47,9,5,23
8,46,41,26,47,23
8,48,47,46,49,23
8,45,4,44,5,23
8,6,4,29,2,23
8,46,32,7,0,23
8,45,4,1,13,23
8,32,7,21,47,23
8,33,7,49,21,23
8,20,49,3,7,23
8,20,49,4,45,23
8,32,43,29,2,23
8,32,46,38,5,23
8,46,42,45,6,23
8,45,42,46,5,23
8,45,42,43,47,23
8,41,7,0,5,23
8,48,0,5,38,23
8,30,27,45,7,23
8,22,12,49,7,23
8,48,0,11,47,23
8,46,49,25,7,23
8,28,7,38,47,23
8,33,7,0,5,23
8,45,32,49,21,23
8,6,4,10,2,23
8,32,43,27,7,23
8,46,32,5,0,23
8,46,41,10,2,23
8,45,35,11,0,23
8,45,35,20,49,23
8,32,43,3,49,23
8,45,4,6,29,23
8,32,43,38,5,23
8,32,46,24,25,23
8,45,16,0,7,23
8,28,44,5,7,23
8,6,4,44,47,23
8,28,7,45,27,23
8,45,16,7,5,23
8,32,46,30,27,23
8,32,39,25,6,23
8,22,15,47,0,23
8,45,32,9,5,23
8,45,32,15,47,23
8,32,10,2,29,23
8,45,16,12,6,23
8,45,16,15,47,23
8,46,41,7,0,23
8,33,5,0,7,23
8,28,9,49,21,23
8,33,14,25,7,23
8,45,27,47,0,23
8,2,14,0,7,23
8,45,4,29,6,23
8,32,46,27,7,23
8,32,37,27,7,23
8,32,39,13,27,23
8,32,43,13,27,23
8,32,35,7,0,23
8,32,46,5,0,23
8,45,3,7,5,23
8,22,27,9,5,23
8,32,46,10,2,23
8,22,27,16,0,23
8,20,49,45,7,23
8,32,37,13,27,23
8,32,37,26,47,23
8,33,14,29,6,23
8,45,4,49,21,23
8,7,25,6,29,23
8,20,49,21,29,23
8,33,6,45,7,23
8,28,14,25,6,23
8,32,37,1,13,23
8,32,39,1,13,23
8,22,27,7,5,23
8,46,47,0,7,23
8,32,39,5,0,23
8,46,44,5,0,23
8,2,4,6,29,23
8,41,26,47,7,23
8,41,7,49,21,23
8,47,15,4,2,23
8,47,15,16,45,23
8,32,35,2,10,23
8,46,41,1,13,23
8,32,43,7,0,23
8,32,35,10,2,23
8,2,11,0,7,23
8,2,41,49,21,23
8,28,13,27,7,23
8,32,38,5,7,23
8,48,47,27,13,23
8,41,2,29,6,23
8,46,44,3,49,23
8,45,35,29,6,23
8,31,47,7,5,23
8,32,35,11,0,23
8,32,46,7,0,23
8,32,37,6,25,23
8,32,39,47,0,23
8,22,27,45,7,23
8,47,15,5,7,23
8,46,39,1,13,23
8,2,4,44,5,23
8,2,4,1,13,23
8,46,38,5,0,23
8,33,5,38,7,23
8,31,47,0,7,23
8,2,4,29,21,23
8,32,7,49,21,23
8,22,13,27,30,23
8,17,27,9,5,23
8,46,42,5,0,23
8,46,41,2,10,23
8,46,44,29,2,23
8,32,46,49,7,23
8,32,34,13,27,23
8,17,27,16,0,23
8,47,15,6,29,23
8,46,42,1,13,23
8,33,46,7,5,23
8,33,46,24,21,23
8,33,6,29,2,23
8,20,25,6,29,23
8,33,46,32,49,23
8,48,6,4,2,23
8,49,7,5,0,23
8,48,6,12,49,23
8,28,44,3,7,23
8,32,34,10,2,23
8,32,35,45,6,23
8,44,41,10,2,23
8,28,44,4,49,23
8,32,38,47,7,23
8,46,19,4,49,23
8,17,6,4,2,23
8,17,6,12,49,23
8,41,1,13,27,23
8,41,0,7,5,23
8,2,11,47,7,23
8,28,9,27,7,23
8,33,46,27,13,23
8,44,36,26,47,23
8,44,35,10,2,23
8,44,41,7,0,23
8,17,13,43,47,23
8,47,9,49,21,23
8,28,44,47,7,23
8,33,6,4,49,23
8,28,9,5,7,23
8,20,25,9,5,23
8,44,35,7,0,23
8,28,38,49,7,23
8,20,25,12,49,23
8,47,9,5,7,23
8,20,36,26,47,23
8,2,4,45,7,23
8,33,46,30,45,23
8,46,19,30,27,23
8,32,45,7,0,23
8,7,5,0,47,23
8,2,14,25,7,23
8,32,34,4,49,23
8,2,16,45,7,23
8,41,49,45,6,23
8,20,3,7,0,23
8,33,46,38,7,23
8,17,27,45,7,23
8,46,33,43,47,23
8,33,46,45,7,23
8,20,25,7,5,23
8,49,7,38,5,23
8,28,42,5,0,23
8,28,39,5,0,23
8,47,43,29,2,23
8,49,7,45,6,23
8,28,42,13,27,23
8,28,39,25,6,23
8,2,16,5,7,23
8,2,41,0,7,23
8,44,43,38,5,23
8,28,14,2,29,23
8,2,14,11,0,23
8,46,41,0,5,23
8,28,26,9,49,23
8,2,14,12,49,23
8,46,7,3,13,23
8,44,41,1,13,23
8,46,7,16,45,23
8,20,25,29,6,23
8,44,46,7,0,23
8,46,33,10,2,23
8,44,35,11,0,23
8,46,7,25,29,23
8,7,49,3,13,23
8,44,36,1,13,23
8,7,49,4,45,23
8,2,14,47,7,23
8,44,36,0,5,23
8,46,34,13,27,23
8,2,19,7,5,23
8,2,28,26,49,23
8,33,46,5,0,23
8,46,7,27,30,23
8,7,49,21,47,23
8,44,4,6,25,23
8,44,19,30,27,23
8,44,19,38,5,23
8,44,28,26,47,23
8,46,7,38,47,23
8,7,49,25,29,23
8,46,34,10,2,23
8,45,16,27,13,23
8,46,7,45,27,23
8,44,28,13,27,23
8,46,19,5,0,23
8,28,9,25,7,23
8,28,44,29,6,23
8,20,26,47,0,23
8,28,14,0,7,23
8,46,39,13,27,23
8,46,34,4,49,23
8,44,28,9,49,23
8,7,25,9,5,23
8,7,25,12,49,23
8,44,43,3,49,23
8,2,28,7,5,23
8,46,7,47,21,23
8,33,43,47,0,23
8,44,34,4,49,23
8,28,1,38,7,23
8,2,14,29,21,23
8,45,6,29,2,23
8,47,11,41,0,23
8,2,28,7,21,23
8,46,7,47,26,23
8,33,43,47,7,23
8,44,34,9,49,23
8,44,34,4,2,23
8,28,1,38,47,23
8,2,14,29,25,23
8,45,6,29,21,23
8,47,11,41,2,23
8,2,28,7,25,23
8,46,7,47,27,23
8,33,43,47,21,23
8,44,34,16,0,23
8,44,34,9,5,23
8,44,34,4,6,23
8,45,6,29,25,23
8,47,11,41,7,23
8,2,28,7,27,23
8,46,7,47,38,23
8,33,43,47,26,23
8,44,34,17,0,23
8,44,34,16,2,23
8,44,34,9,25,23
8,44,34,4,10,23
8,47,11,41,10,23
8,2,28,7,38,23
8,28,1,38,49,23
8,44,34,17,6,23
8,44,34,16,5,23
8,44,34,9,26,23
8,44,34,4,29,23
8,47,11,41,49,23
8,2,28,7,45,23
8,33,43,47,27,23
8,44,34,17,13,23
8,44,34,16,7,23
8,44,34,9,27,23
8,44,34,4,45,23
8,44,34,20,49,23
8,2,28,7,47,23
8,33,43,47,38,23
8,44,34,17,25,23
8,44,34,16,27,23
8,44,34,9,47,23
8,44,34,24,21,23
8,44,34,20,5,23
8,2,28,7,49,23
8,44,34,17,26,23
8,44,34,16,30,23
8,44,43,27,7,23
8,44,34,46,49,23
8,44,34,24,25,23
8,44,34,20,25,23
8,44,34,17,27,23
8,44,34,31,26,23
8,44,34,46,5,23
8,44,34,20,26,23
8,44,34,16,38,23
8,44,34,32,49,23
8,44,34,31,47,23
8,44,34,46,7,23
8,44,34,20,30,23
8,44,34,16,45,23
8,44,34,35,2,23
8,44,34,32,5,23
8,44,34,46,10,23
8,44,43,27,13,23
8,44,34,36,0,23
8,44,34,35,7,23
8,44,34,32,7,23
8,44,34,46,27,23
8,44,43,27,30,23
8,44,34,36,13,23
8,44,34,35,10,23
8,44,34,32,10,23
8,44,34,46,30,23
8,44,43,27,45,23
8,44,34,36,26,23
8,44,34,35,29,23
8,44,34,32,13,23
8,44,34,46,38,23
8,44,43,27,47,23
8,44,34,36,27,23
8,44,34,35,45,23
8,44,34,32,38,23
8,44,34,46,45,23
8,44,31,47,0,23
8,44,19,7,0,23
8,44,34,32,45,23
8,44,34,46,47,23
8,44,31,47,7,23
8,44,19,7,5,23
8,44,34,13,27,23
8,44,34,10,2,23
8,44,31,47,21,23
8,44,19,7,21,23
8,47,11,1,13,23
8,44,43,3,7,23
8,44,31,47,26,23
8,44,19,7,25,23
8,47,11,35,45,23
8,47,11,1,38,23
8,44,43,3,13,23
8,44,31,47,27,23
8,44,19,7,27,23
8,47,11,9,25,23
8,47,11,35,2,23
8,47,11,1,45,23
8,44,43,3,29,23
8,44,31,47,38,23
8,44,19,7,38,23
8,47,11,14,25,23
8,47,11,9,5,23
8,47,11,35,7,23
8,44,43,3,45,23
8,44,19,7,45,23
8,47,11,19,0,23
8,47,11,14,0,23
8,47,11,9,26,23
8,47,11,35,10,23
8,44,19,7,47,23
8,47,11,22,6,23
8,47,11,19,2,23
8,47,11,14,2,23
8,47,11,9,27,23
8,47,11,35,29,23
8,44,19,7,49,23
8,47,11,22,7,23
8,47,11,19,5,23
8,47,11,14,29,23
8,47,11,9,49,23
8,47,11,22,10,23
8,47,11,19,7,23
8,44,43,16,0,23
8,2,16,0,7,23
8,47,11,22,13,23
8,47,11,19,30,23
8,44,43,19,0,23
8,44,43,16,2,23
8,2,16,0,47,23
8,47,11,22,27,23
8,47,11,19,38,23
