19,24
19,5,0,24
19,45,212,24
19,45,251,24
19,5,1,0,24
19,25,254,58,24
19,5,12,58,24
19,25,3,0,24
19,5,309,272,24
19,5,12,73,24
19,20,7,0,24
19,5,12,245,24
19,11,3,0,24
19,20,7,272,24
19,69,1,0,24
19,11,32,285,24
19,76,17,0,24
19,11,5,0,24
19,313,17,0,24
19,11,45,212,24
19,11,45,251,24
19,11,5,13,168,45,212,24
19,11,45,319,17,34,0,24
19,11,5,15,1,3,0,24
19,5,1,21,20,7,272,24
19,5,157,310,20,7,0,24
19,11,5,13,23,44,298,24
19,5,157,253,13,3,0,24
19,11,28,41,23,44,298,24
19,5,60,33,35,1,0,24
19,313,17,6,0,7,272,24
19,45,166,35,1,5,0,24
19,5,270,9,3,1,0,24
19,11,28,101,17,34,0,24
19,5,188,1,9,316,0,24
19,11,5,18,6,3,0,24
19,11,45,402,472,1,0,24
19,11,45,396,25,254,58,24
19,11,3,1,0,7,272,24
19,313,17,64,23,44,298,24
19,45,379,2,62,7,0,24
19,5,60,33,23,44,298,24
19,11,45,379,2,12,58,24
19,69,1,475,11,3,0,24
19,11,5,48,493,495,212,24
19,11,3,6,0,7,272,24
19,284,20,115,12,2,0,24
19,313,17,76,162,44,298,24
19,313,17,27,23,44,298,24
19,69,1,487,37,7,272,24
19,5,15,390,424,23,0,24
19,69,365,310,491,5,0,24
19,11,5,51,364,17,0,24
19,5,15,16,10,2,0,24
19,5,15,28,41,341,272,24
19,54,30,286,5,1,0,24
19,5,15,28,39,12,73,24
19,11,28,98,3,4,0,24
19,11,5,48,7,1,0,24
19,76,162,44,1,5,0,24
19,76,162,44,274,143,0,24
19,5,81,42,4,3,0,24
19,20,21,26,8,148,0,24
19,20,21,118,11,32,285,24
19,11,5,127,1,3,0,24
19,5,15,28,11,45,212,24
19,45,360,37,6,17,0,24
19,69,359,139,11,32,285,24
19,11,5,157,416,3,0,24
19,5,1,8,352,239,0,24
19,5,157,1,44,23,0,24
19,45,109,96,14,2,0,24
19,11,5,157,1,3,0,24
19,45,109,361,11,3,0,24
19,5,60,65,184,50,0,24
19,5,48,51,364,17,0,24
19,11,5,161,227,1,0,24
19,11,5,161,1,3,0,24
19,45,109,169,1,5,0,24
19,11,5,161,355,45,212,24
19,11,5,161,1,7,0,24
19,45,109,169,1,7,0,24
19,11,5,161,355,45,251,24
19,11,5,161,1,44,298,24
19,11,5,161,1,7,272,24
19,45,109,169,1,44,298,24
19,45,109,169,1,7,272,24
19,11,5,161,1,134,73,24
19,45,109,169,1,134,73,24
19,11,311,168,13,23,0,24
19,45,168,13,5,12,58,24
19,5,60,290,3,1,0,24
19,5,48,96,109,45,212,24
19,45,168,13,5,309,272,24
19,45,168,13,5,12,73,24
19,5,60,290,3,4,0,24
19,5,48,61,15,1,0,24
19,5,48,96,14,2,0,24
19,5,48,96,109,45,251,24
19,45,168,13,5,12,245,24
19,5,60,290,3,6,0,24
19,5,48,122,21,1,0,24
19,5,48,96,14,3,0,24
19,11,28,90,12,5,0,24
19,5,48,174,157,1,0,24
19,5,48,122,21,438,0,24
19,5,13,253,372,3,0,24
19,5,48,302,71,50,0,24
19,5,48,122,21,84,73,24
19,5,13,278,103,17,0,24
19,5,13,253,157,1,0,24
19,5,48,102,37,6,0,24
19,5,48,122,21,84,261,24
19,5,13,31,57,1,0,24
19,5,48,102,37,7,0,24
19,5,48,337,23,44,298,24
19,5,13,123,47,3,0,24
19,5,13,31,74,94,0,24
19,5,48,102,37,7,272,24
19,5,48,337,23,175,0,24
19,5,13,177,51,160,0,24
19,5,13,31,75,3,0,24
19,11,5,126,427,7,272,24
19,5,13,224,114,7,0,24
19,5,13,31,80,99,0,24
19,11,5,270,9,32,285,24
19,11,5,126,101,17,0,24
19,11,5,126,427,7,0,24
19,5,13,224,114,7,272,24
19,11,5,60,33,7,272,24
19,11,5,270,9,1,0,24
19,5,1,7,107,12,58,24
19,11,5,268,179,45,212,24
19,11,5,60,236,1,0,24
19,11,5,60,33,23,0,24
19,11,5,60,33,7,0,24
19,11,5,270,9,3,0,24
19,5,1,7,62,2,0,24
19,5,1,7,107,12,73,24
19,11,5,81,42,4,0,24
19,11,5,268,179,17,0,24
19,11,5,268,179,45,251,24
19,11,5,60,290,3,0,24
19,11,5,270,9,316,0,24
19,5,1,7,235,50,0,24
19,5,1,7,107,12,245,24
19,11,5,363,74,94,0,24
19,11,5,81,42,6,0,24
19,5,1,7,33,23,0,24
19,11,5,83,220,1,0,24
19,11,5,188,1,3,0,24
19,5,1,7,265,23,0,24
19,11,5,86,226,1,0,24
19,11,5,83,8,1,0,24
19,11,5,188,1,7,0,24
19,5,1,7,37,6,0,24
19,11,5,436,383,23,0,24
19,11,5,83,8,3,0,24
19,11,5,188,1,44,298,24
19,11,5,188,1,7,272,24
19,11,5,371,14,2,0,24
19,11,5,436,383,380,0,24
19,11,5,83,8,148,0,24
19,11,5,188,1,134,73,24
19,11,5,473,33,7,0,24
19,11,5,371,14,3,0,24
19,69,1,100,301,4,0,24
19,11,5,473,33,23,0,24
19,11,5,473,33,7,272,24
19,54,30,430,38,34,0,24
19,54,30,20,470,45,212,24
19,45,343,335,334,12,58,24
19,54,30,16,15,5,0,24
19,54,30,20,115,12,58,24
19,54,30,20,470,45,251,24
19,45,132,30,20,7,272,24
19,45,343,335,334,12,73,24
19,54,30,156,35,1,0,24
19,54,30,16,10,2,0,24
19,54,30,16,15,1,0,24
19,54,30,20,204,44,298,24
19,54,30,20,115,12,73,24
19,45,193,117,69,1,0,24
19,45,132,426,100,1,0,24
19,45,132,30,36,23,0,24
19,45,132,30,20,7,0,24
19,45,343,335,334,12,245,24
19,54,30,194,322,2,0,24
19,54,30,16,47,3,0,24
19,54,30,20,21,84,73,24
19,54,30,20,115,12,245,24
19,45,146,30,36,23,0,24
19,45,193,117,80,99,0,24
19,45,132,423,233,2,0,24
19,45,132,426,100,260,0,24
19,45,132,30,229,6,0,24
19,54,30,410,47,3,0,24
19,54,30,16,104,23,0,24
19,54,30,20,74,94,0,24
19,54,30,20,21,1,0,24
19,54,30,20,21,84,261,24
19,45,146,30,229,6,0,24
19,45,132,411,205,380,0,24
19,45,132,30,286,5,0,24
19,54,30,20,78,1,0,24
19,54,30,20,21,438,0,24
19,45,146,30,20,7,0,24
19,45,132,282,9,3,0,24
19,45,132,411,205,6,0,24
19,45,132,30,124,143,0,24
19,45,146,30,286,5,0,24
19,45,146,30,20,7,272,24
19,45,132,172,51,160,0,24
19,45,132,282,9,1,0,24
19,45,146,30,124,143,0,24
19,45,132,172,376,32,285,24
19,45,132,172,51,5,0,24
19,45,132,282,9,32,285,24
19,5,12,2,0,7,272,24
19,5,11,3,9,32,285,24
19,45,132,282,9,316,0,24
19,45,192,72,20,7,0,24
19,5,11,3,13,23,0,24
19,5,11,3,9,1,0,24
19,45,192,72,20,7,272,24
19,5,11,3,14,2,0,24
19,5,11,3,9,316,0,24
19,45,192,72,185,12,73,24
19,5,11,3,8,1,0,24
19,5,11,3,6,17,0,24
19,45,192,72,185,12,245,24
19,5,11,3,287,1,0,24
19,5,11,3,8,148,0,24
19,308,301,4,3,6,0,24
19,5,11,3,392,1,0,24
19,54,30,20,7,1,0,24
19,5,268,179,17,6,0,24
19,5,11,3,25,254,58,24
19,5,18,6,0,7,272,24
19,5,268,179,17,34,0,24
19,390,424,466,371,5,0,24
19,20,7,1,5,12,58,24
19,308,301,100,124,143,0,24
19,5,270,9,38,34,0,24
19,20,7,1,5,309,272,24
19,20,7,1,5,12,73,24
19,5,270,9,493,495,212,24
19,308,301,100,8,1,0,24
19,20,7,1,5,12,245,24
19,69,1,44,274,143,0,24
19,308,301,100,8,3,0,24
19,45,355,161,1,5,0,24
19,45,92,78,20,7,0,24
19,11,28,15,1,3,0,24
19,45,355,161,1,7,0,24
19,45,92,78,20,7,272,24
19,11,28,15,1,5,0,24
19,45,355,161,1,44,298,24
19,45,355,161,1,7,272,24
19,11,28,15,1,7,0,24
19,45,355,161,1,134,73,24
19,69,1,8,352,239,0,24
19,11,28,15,1,44,298,24
19,11,28,15,1,7,272,24
19,69,1,8,10,2,0,24
19,11,28,15,1,134,73,24
19,20,7,1,44,23,0,24
19,69,1,8,133,3,0,24
19,45,360,37,200,7,0,24
19,20,7,1,44,50,0,24
19,45,168,13,23,44,298,24
19,45,360,37,259,443,272,24
19,45,360,37,200,7,272,24
19,20,7,1,44,56,0,24
19,45,168,13,23,175,0,24
19,45,360,37,487,1,0,24
19,20,7,1,9,32,285,24
19,20,21,1,44,56,0,24
19,11,475,1,9,32,285,24
19,20,7,1,21,438,0,24
19,20,7,1,9,3,0,24
19,11,475,1,21,438,0,24
19,11,475,1,9,3,0,24
19,20,7,1,8,3,0,24
19,20,7,1,21,84,73,24
19,20,7,1,9,316,0,24
19,11,475,1,8,3,0,24
19,11,475,1,21,84,73,24
19,11,475,1,9,316,0,24
19,20,7,1,287,3,0,24
19,20,7,1,8,148,0,24
19,20,7,1,21,84,261,24
19,11,475,1,22,7,272,24
19,11,475,1,8,148,0,24
19,11,475,1,21,84,261,24
19,20,7,1,382,32,285,24
19,11,475,1,152,34,0,24
19,11,475,1,22,7,0,24
19,20,7,1,471,399,285,24
19,11,475,1,287,3,0,24
19,11,40,23,0,7,272,24
19,20,7,1,392,3,0,24
19,11,475,1,382,32,285,24
19,45,92,78,1,3,0,24
19,20,7,1,100,260,0,24
19,11,475,1,471,399,285,24
19,45,92,78,1,5,0,24
19,20,7,1,164,45,212,24
19,11,475,1,392,3,0,24
19,45,92,78,1,7,0,24
19,20,7,1,127,5,0,24
19,20,7,1,164,45,251,24
19,11,475,1,164,45,212,24
19,45,92,78,1,44,298,24
19,45,92,78,1,7,272,24
19,20,7,1,152,34,0,24
19,11,475,1,100,260,0,24
19,11,475,1,164,45,251,24
19,45,92,78,1,134,73,24
19,20,7,1,157,5,0,24
19,11,475,1,127,5,0,24
19,294,51,160,0,7,272,24
19,45,355,161,5,12,58,24
19,20,7,1,161,5,0,24
19,11,475,1,157,5,0,24
19,45,168,311,11,3,0,24
19,45,355,161,5,309,272,24
19,45,355,161,5,12,73,24
19,20,7,1,188,5,0,24
19,11,475,1,161,5,0,24
19,45,168,311,11,32,285,24
19,45,355,161,5,12,245,24
19,20,7,1,15,5,0,24
19,11,475,1,188,5,0,24
19,45,168,311,11,5,0,24
19,284,20,204,44,23,0,24
19,20,72,31,13,3,0,24
19,11,475,1,15,5,0,24
19,11,361,109,238,7,272,24
19,284,20,204,44,50,0,24
19,20,72,31,57,1,0,24
19,20,72,31,13,5,0,24
19,284,20,204,44,56,0,24
19,20,72,31,74,94,0,24
19,20,72,31,13,23,0,24
19,20,72,31,75,3,0,24
19,390,15,1,3,4,0,24
19,20,72,31,80,99,0,24
19,390,15,1,3,6,0,24
19,20,202,206,23,44,298,24
19,20,95,209,40,279,73,24
19,20,202,206,23,175,0,24
19,20,95,70,37,6,0,24
19,20,95,209,40,23,0,24
19,20,95,70,37,7,0,24
19,20,95,222,256,7,0,24
19,20,95,70,37,7,272,24
19,20,95,222,256,7,272,24
19,20,21,1,100,260,0,24
19,20,21,1,8,148,0,24
19,20,21,1,9,3,0,24
19,5,13,23,178,32,285,24
19,20,21,1,22,7,272,24
19,20,21,1,9,32,285,24
19,5,13,23,40,279,73,24
19,20,21,1,164,45,212,24
19,20,21,1,22,7,0,24
19,20,21,1,9,316,0,24
19,5,13,23,41,341,272,24
19,20,21,1,382,32,285,24
19,20,21,1,164,45,251,24
19,5,13,23,265,7,0,24
19,20,21,1,152,34,0,24
19,5,13,23,383,380,0,24
19,5,13,23,265,7,272,24
19,20,21,1,392,3,0,24
19,5,13,23,27,17,0,24
19,20,21,1,127,5,0,24
19,5,13,23,419,84,73,24
19,20,21,1,157,5,0,24
19,5,13,23,64,17,0,24
19,5,13,23,419,84,261,24
19,20,21,1,161,5,0,24
19,5,13,23,33,7,272,24
19,20,21,1,188,5,0,24
19,11,324,287,1,7,0,24
19,20,21,1,15,5,0,24
19,11,324,287,1,44,298,24
19,11,324,287,1,7,272,24
19,20,21,1,287,3,0,24
19,11,324,287,1,134,73,24
19,45,189,12,492,260,0,24
19,45,189,12,107,7,0,24
19,45,189,12,315,260,0,24
19,11,49,46,86,5,0,24
19,11,49,46,33,23,0,24
19,11,49,46,63,17,0,24
19,11,49,46,33,7,0,24
19,11,49,46,80,99,0,24
19,11,440,28,39,12,58,24
19,11,49,46,263,94,0,24
19,11,440,28,15,1,0,24
19,11,440,28,39,12,73,24
19,11,49,46,433,5,0,24
19,11,440,28,41,23,0,24
19,11,440,28,15,5,0,24
19,11,440,28,39,12,245,24
19,11,440,28,144,23,0,24
19,11,440,28,41,341,272,24
19,11,440,28,98,3,0,24
19,5,157,1,3,6,0,24
19,11,440,28,101,17,0,24
19,313,17,6,211,239,0,24
19,11,440,28,358,84,73,24
19,313,17,6,18,5,0,24
19,11,440,28,90,12,58,24
19,11,440,28,358,84,261,24
19,313,17,6,42,4,0,24
19,11,440,28,145,32,285,24
19,11,440,28,90,12,73,24
19,313,17,6,37,7,0,24
19,11,440,28,90,12,245,24
19,313,17,6,37,7,272,24
19,11,139,12,107,7,272,24
19,11,139,12,189,45,251,24
19,11,139,12,492,260,0,24
19,11,139,12,107,7,0,24
19,11,139,12,315,260,0,24
19,45,189,12,5,309,272,24
19,11,139,12,5,309,272,24
19,69,1,161,5,12,245,24
19,20,95,222,6,3,0,24
19,76,17,0,2,12,58,24
19,20,95,222,6,17,0,24
19,76,17,0,50,44,298,24
19,76,17,0,2,12,73,24
19,76,17,0,56,44,298,24
19,76,17,0,2,12,245,24
19,76,17,0,23,44,298,24
19,76,17,0,1,44,298,24
19,76,17,0,5,12,58,24
19,76,17,0,1,134,73,24
19,76,17,0,5,309,272,24
19,76,17,0,5,12,73,24
19,313,17,6,3,4,0,24
19,76,17,0,5,12,245,24
19,11,28,15,5,309,272,24
19,11,28,15,5,12,73,24
19,5,161,227,1,44,298,24
19,11,28,15,5,12,245,24
19,5,161,227,1,134,73,24
19,5,161,227,1,7,272,24
19,5,13,3,11,45,212,24
19,5,13,3,8,1,0,24
19,5,13,3,14,2,0,24
19,5,13,3,11,32,285,24
19,5,13,3,11,45,251,24
19,5,13,3,9,1,0,24
19,25,3,290,60,5,0,24
19,5,13,3,287,1,0,24
19,5,13,3,9,32,285,24
19,25,3,250,406,17,0,24
19,5,13,3,392,1,0,24
19,5,13,3,9,316,0,24
19,25,3,47,154,12,58,24
19,25,3,250,211,239,0,24
19,5,13,3,25,254,58,24
19,25,3,281,38,34,0,24
19,25,3,47,71,50,0,24
19,25,3,47,154,12,73,24
19,25,3,250,347,7,0,24
19,25,3,250,211,6,0,24
19,25,3,133,8,1,0,24
19,25,3,47,147,4,0,24
19,25,3,47,154,12,245,24
19,25,3,250,347,7,272,24
19,25,3,416,157,1,0,24
19,25,3,133,8,148,0,24
19,25,3,416,157,5,0,24
19,25,254,58,12,2,0,24
19,25,3,327,22,7,272,24
19,25,254,58,12,5,0,24
19,11,28,59,3,4,0,24
19,11,241,12,107,7,272,24
19,11,28,59,3,6,0,24
19,11,241,12,492,260,0,24
19,11,241,12,107,7,0,24
19,11,241,12,315,260,0,24
19,25,3,1,0,7,272,24
19,5,11,139,12,2,0,24
19,11,241,12,189,45,251,24
19,25,3,13,5,309,272,24
19,25,3,13,5,12,73,24
19,20,78,1,0,7,272,24
19,25,3,13,5,12,245,24
19,20,30,286,5,1,0,24
19,5,363,74,20,7,272,24
19,20,30,286,5,12,58,24
19,5,363,74,20,7,0,24
19,20,30,286,5,309,272,24
19,20,30,286,5,12,73,24
19,11,241,12,5,309,272,24
19,20,30,286,5,12,245,24
19,390,424,23,44,1,0,24
19,5,15,1,44,23,0,24
19,390,424,23,44,50,0,24
19,5,15,1,44,50,0,24
19,390,424,23,44,56,0,24
19,5,15,1,44,56,0,24
19,20,21,1,0,7,272,24
19,20,234,233,71,50,0,24
19,20,234,233,2,12,245,24
19,11,324,287,3,6,0,24
19,20,234,233,2,12,58,24
19,5,18,6,37,7,0,24
19,20,234,233,2,12,73,24
19,5,18,6,205,380,0,24
19,5,18,6,37,7,272,24
19,5,18,6,211,239,0,24
19,20,202,173,458,12,245,24
19,20,202,173,6,3,0,24
19,20,202,173,114,7,0,24
19,20,202,173,458,12,58,24
19,20,202,173,6,17,0,24
19,20,202,173,114,7,272,24
19,20,202,173,458,12,73,24
19,11,475,1,44,50,0,24
19,5,81,42,151,45,212,24
19,11,475,1,44,56,0,24
19,5,81,42,151,45,251,24
19,20,30,36,23,44,298,24
19,5,81,42,6,3,0,24
19,20,30,36,23,175,0,24
19,5,81,42,6,17,0,24
19,20,464,79,205,380,0,24
19,5,11,32,382,1,0,24
19,20,375,156,35,1,0,24
19,20,464,79,37,6,0,24
19,20,464,79,205,6,0,24
19,5,11,32,178,23,0,24
19,20,249,70,37,6,0,24
19,20,464,79,37,7,0,24
19,5,11,32,197,412,0,24
19,20,201,82,42,4,0,24
19,20,249,70,37,7,0,24
19,20,464,79,37,7,272,24
19,20,201,82,42,6,0,24
19,20,249,70,37,7,272,24
19,45,11,3,0,7,272,24
19,45,164,1,0,7,272,24
19,11,241,469,1,3,0,24
19,5,11,32,9,3,0,24
19,11,241,469,1,5,0,24
19,5,11,32,9,316,0,24
19,11,241,469,1,7,0,24
19,20,310,157,1,3,0,24
19,11,241,469,1,44,298,24
19,11,241,469,1,7,272,24
19,20,310,157,1,5,0,24
19,11,241,469,1,134,73,24
19,20,310,157,1,7,0,24
19,5,1,0,2,12,58,24
19,20,310,157,1,44,298,24
19,20,310,157,1,7,272,24
19,5,1,0,50,44,298,24
19,5,1,0,2,12,73,24
19,20,310,157,1,134,73,24
19,5,1,0,56,44,298,24
19,5,1,0,2,12,245,24
19,5,1,0,23,44,298,24
19,11,3,1,8,148,0,24
19,11,3,1,21,84,73,24
19,11,3,1,22,7,272,24
19,11,3,1,21,84,261,24
19,11,3,1,152,34,0,24
19,11,3,1,22,7,0,24
19,11,3,1,382,32,285,24
19,20,30,16,10,2,0,24
19,11,3,1,471,399,285,24
19,20,30,430,38,34,0,24
19,20,30,16,15,1,0,24
19,11,3,1,164,45,212,24
19,284,20,7,107,12,58,24
19,20,30,124,100,1,0,24
19,20,310,365,69,1,0,24
19,20,30,410,47,3,0,24
19,20,30,16,47,3,0,24
19,20,30,16,15,5,0,24
19,11,3,1,100,260,0,24
19,11,3,1,164,45,251,24
19,284,20,7,33,23,0,24
19,284,20,7,107,12,73,24
19,20,30,124,100,260,0,24
19,20,30,194,322,2,0,24
19,20,30,16,104,23,0,24
19,11,3,1,127,5,0,24
19,284,20,7,235,50,0,24
19,284,20,7,107,12,245,24
19,20,30,156,35,1,0,24
19,5,161,1,21,438,0,24
19,11,3,1,157,5,0,24
19,284,20,7,265,23,0,24
19,5,161,1,9,3,0,24
19,20,310,491,5,1,0,24
19,5,161,1,8,3,0,24
19,5,161,1,21,84,73,24
19,11,3,1,161,5,0,24
19,284,20,7,48,5,0,24
19,5,161,1,9,32,285,24
19,20,310,491,5,12,58,24
19,5,161,1,22,7,272,24
19,5,161,1,8,148,0,24
19,5,161,1,21,84,261,24
19,11,3,1,188,5,0,24
19,284,20,7,62,2,0,24
19,20,310,491,5,309,272,24
19,20,310,491,5,12,73,24
19,5,161,1,152,34,0,24
19,5,161,1,22,7,0,24
19,11,3,1,15,5,0,24
19,284,20,7,22,1,0,24
19,20,310,491,5,12,245,24
19,5,161,1,164,45,212,24
19,11,475,1,3,6,0,24
19,25,396,45,11,32,285,24
19,284,20,7,37,6,0,24
19,45,319,17,0,7,272,24
19,5,161,1,382,32,285,24
19,5,161,1,164,45,251,24
19,25,396,45,85,399,285,24
19,25,396,45,11,3,0,24
19,284,20,7,1,3,0,24
19,5,161,1,471,399,285,24
19,20,310,157,5,1,0,24
19,25,396,45,164,1,0,24
19,25,396,45,11,5,0,24
19,284,20,7,1,5,0,24
19,5,161,1,392,3,0,24
19,20,310,157,5,12,58,24
19,25,396,45,179,17,0,24
19,5,161,1,44,50,0,24
19,284,20,7,1,44,298,24
19,69,1,127,5,12,245,24
19,5,161,1,100,260,0,24
19,20,310,157,5,309,272,24
19,20,310,157,5,12,73,24
19,25,396,45,189,12,58,24
19,5,161,1,44,56,0,24
19,284,20,7,1,134,73,24
19,5,161,1,287,3,0,24
19,69,1,3,0,7,272,24
19,20,310,157,5,12,245,24
19,25,396,45,319,17,0,24
19,25,396,45,189,12,73,24
19,20,310,157,416,3,0,24
19,11,330,260,315,12,245,24
19,20,115,12,492,260,0,24
19,20,72,185,12,2,0,24
19,25,396,45,379,2,0,24
19,25,396,45,189,12,245,24
19,69,232,23,13,3,0,24
19,11,330,260,100,1,0,24
19,11,330,260,315,12,58,24
19,20,115,12,315,260,0,24
19,20,72,185,12,5,0,24
19,20,115,12,107,7,0,24
19,69,232,23,27,17,0,24
19,69,232,23,13,5,0,24
19,11,330,260,315,12,73,24
19,5,188,1,3,6,0,24
19,5,1,44,23,175,0,24
19,390,15,28,11,32,285,24
19,69,232,23,33,7,0,24
19,20,7,33,473,5,0,24
19,5,86,46,33,7,272,24
19,5,15,1,471,399,285,24
19,5,11,3,1,44,298,24
19,390,15,16,104,23,0,24
19,390,15,28,39,12,58,24
19,390,15,28,11,3,0,24
19,5,86,226,1,3,0,24
19,69,232,23,40,279,73,24
19,69,232,23,33,7,272,24
19,5,86,46,63,17,0,24
19,5,86,46,33,23,0,24
19,5,86,46,33,7,0,24
19,5,15,1,21,84,73,24
19,5,11,3,1,7,0,24
19,390,15,61,48,5,0,24
19,390,15,16,10,2,0,24
19,390,15,28,41,341,272,24
19,390,15,28,39,12,73,24
19,390,15,28,11,5,0,24
19,5,86,226,1,7,0,24
19,69,232,23,178,32,285,24
19,5,86,46,263,94,0,24
19,45,166,208,12,5,0,24
19,390,15,113,4,3,0,24
19,5,15,1,100,260,0,24
19,5,15,1,21,438,0,24
19,5,15,1,21,84,261,24
19,5,11,3,1,134,73,24
19,5,11,3,1,7,272,24
19,390,15,61,48,7,0,24
19,390,15,1,44,23,0,24
19,390,15,16,47,3,0,24
19,11,330,260,492,12,73,24
19,390,15,28,59,3,0,24
19,390,15,28,41,23,0,24
19,390,15,28,39,12,245,24
19,390,15,28,11,45,212,24
19,20,497,37,159,4,0,24
19,390,15,5,1,3,0,24
19,69,1,157,5,12,245,24
19,5,86,226,1,44,298,24
19,69,232,23,44,50,0,24
19,5,86,226,1,7,272,24
19,69,232,23,265,7,0,24
19,69,275,63,17,34,0,24
19,5,86,46,80,99,0,24
19,5,436,383,23,44,298,24
19,390,15,1,471,399,285,24
19,5,15,1,8,3,0,24
19,54,30,36,23,44,298,24
19,5,371,466,424,23,0,24
19,5,371,14,2,12,245,24
19,5,436,383,445,443,272,24
19,5,126,101,17,34,0,24
19,390,15,61,48,7,272,24
19,390,15,1,44,50,0,24
19,390,15,28,90,12,58,24
19,20,78,1,44,23,0,24
19,284,20,78,92,45,251,24
19,390,15,28,11,45,251,24
19,20,497,37,200,7,0,24
19,284,20,497,37,7,272,24
19,390,15,5,1,7,0,24
19,284,20,30,132,45,212,24
19,5,86,226,1,134,73,24
19,284,20,78,1,5,0,24
19,69,232,23,44,56,0,24
19,69,232,23,64,17,0,24
19,69,232,23,265,7,272,24
19,69,1,44,23,175,0,24
19,11,28,498,3,1,0,24
19,45,168,13,3,6,0,24
19,5,436,383,23,175,0,24
19,390,15,1,21,84,73,24
19,20,7,48,51,5,0,24
19,5,15,1,22,7,272,24
19,5,15,1,8,148,0,24
19,54,30,36,23,175,0,24
19,5,83,8,3,1,0,24
19,5,1,100,301,4,0,24
19,5,371,14,2,12,58,24
19,5,491,310,20,7,272,24
19,390,15,1,44,56,0,24
19,20,7,272,309,5,0,24
19,20,74,94,0,7,272,24
19,390,15,28,98,3,0,24
19,390,15,28,90,12,73,24
19,11,5,0,1,7,272,24
19,20,78,1,44,50,0,24
19,20,7,48,5,309,272,24
19,20,497,37,259,443,272,24
19,5,371,14,3,1,0,24
19,20,7,48,5,12,73,24
19,20,497,37,200,7,272,24
19,284,20,234,233,2,0,24
19,284,20,497,37,6,0,24
19,284,20,497,37,7,0,24
19,20,7,62,2,12,73,24
19,390,15,5,1,44,298,24
19,390,15,5,1,7,272,24
19,284,20,30,146,45,212,24
19,20,269,51,48,5,0,24
19,45,189,12,73,84,261,24
19,69,114,173,458,12,245,24
19,5,83,8,10,2,0,24
19,284,20,30,132,45,251,24
19,284,20,78,1,7,0,24
19,69,232,23,383,380,0,24
19,5,473,33,35,1,0,24
19,284,20,21,1,5,0,24
19,11,28,498,3,4,0,24
19,5,473,33,23,44,298,24
19,69,1,7,62,2,0,24
19,69,1,7,107,12,73,24
19,69,114,224,13,3,0,24
19,5,473,33,7,1,0,24
19,69,359,139,12,5,0,24
19,390,15,1,100,260,0,24
19,390,15,1,21,438,0,24
19,390,15,1,21,84,261,24
19,20,78,312,47,3,0,24
19,20,7,48,337,23,0,24
19,20,7,48,51,160,0,24
19,5,15,1,164,45,212,24
19,69,114,173,6,3,0,24
19,20,78,92,167,17,0,24
19,5,15,1,22,7,0,24
19,5,157,416,3,4,0,24
19,5,0,7,1,44,298,24
19,5,83,8,3,4,0,24
19,11,5,309,272,7,0,24
19,20,497,37,7,1,0,24
19,20,78,1,3,4,0,24
19,5,371,14,2,12,73,24
19,5,286,30,20,7,0,24
19,20,470,45,85,399,285,24
19,5,491,310,157,1,0,24
19,5,491,310,20,7,0,24
19,76,17,34,152,1,0,24
19,20,470,45,11,3,0,24
19,390,424,459,7,1,0,24
19,20,7,22,1,44,298,24
19,390,15,28,498,3,0,24
19,390,15,28,90,12,245,24
19,20,95,296,1,3,0,24
19,11,3,13,5,1,0,24
19,294,51,48,5,12,58,24
19,11,5,0,2,12,58,24
19,11,5,0,1,44,298,24
19,20,78,1,44,56,0,24
19,294,51,130,478,7,272,24
19,20,497,37,360,45,212,24
19,11,40,23,44,1,0,24
19,294,51,269,20,7,272,24
19,5,1,3,9,316,0,24
19,5,371,14,3,4,0,24
19,20,78,1,5,12,58,24
19,20,7,48,5,12,245,24
19,284,20,269,51,5,0,24
19,5,15,1,3,4,0,24
19,5,83,8,1,3,0,24
19,76,17,6,205,380,0,24
19,11,3,14,371,5,0,24
19,11,3,14,2,12,245,24
19,294,51,366,44,23,0,24
19,390,15,5,1,134,73,24
19,284,20,30,286,5,0,24
19,11,3,13,168,45,212,24
19,294,51,48,337,23,0,24
19,284,20,30,146,45,251,24
19,20,269,51,364,17,0,24
19,20,269,51,48,7,0,24
19,11,3,13,23,44,298,24
19,45,402,472,1,5,0,24
19,69,114,173,458,12,58,24
19,5,83,8,93,1,0,24
19,20,269,51,5,1,0,24
19,11,28,39,12,2,0,24
19,76,17,6,3,1,0,24
19,284,20,78,1,44,298,24
19,284,20,78,1,7,272,24
19,69,232,23,419,84,73,24
19,20,21,84,73,12,245,24
19,308,301,100,1,7,0,24
19,5,13,3,1,44,298,24
19,69,1,5,0,7,272,24
19,284,20,21,1,7,0,24
19,11,28,498,3,6,0,24
19,5,309,272,7,1,0,24
19,11,5,1,3,6,0,24
19,5,473,33,23,175,0,24
19,69,1,7,235,50,0,24
19,11,5,1,471,399,285,24
19,5,18,6,3,1,0,24
19,69,1,3,11,45,212,24
19,69,1,5,13,3,0,24
19,69,1,7,107,12,245,24
19,69,1,5,11,3,0,24
19,69,114,224,13,5,0,24
19,20,7,459,424,23,0,24
19,11,3,8,1,44,298,24
19,20,7,114,69,1,0,24
19,390,15,1,8,3,0,24
19,69,1,3,6,17,0,24
19,20,7,37,159,4,0,24
19,20,497,37,6,3,0,24
19,5,12,2,379,45,212,24
19,20,7,37,360,45,251,24
19,5,15,1,382,32,285,24
